k,Kmeans,GMM
2,0.18183265550097233,0.23668065394564208
3,0.20023076152261973,0.15824636311560927
4,0.19028098033483792,0.14946653964328072
5,0.17563121397382275,0.10188762694342708
6,0.1748216577624149,0.15026784323015197
7,0.18316099926673413,0.15477683856496505
10,0.1957459776794481,0.16225979870141782
15,0.1893991425279574,0.1828803235662388
20,0.18763743785900838,0.12076875346704742
25,0.19759916717030168,0.1219763309733142
30,0.20103861985540175,0.13183134142373687
