,0,1,2,3,4,5,6,7,8,9
1,0.0006569762667323649,0.0006569762667323647,0.0006569762667323647,0.0006569762667323646,0.0006569762667323647,0.0006569762667323647,0.0006569762667323647,0.0006569762667323647,0.0006569762667323647,0.0006569762667323651
2,0.0005748542333908193,0.0005748542333908193,0.0005748542333908192,0.0005748542333908189,0.0005748542333908192,0.0005748542333908191,0.0005748542333908194,0.0005748542333908192,0.0005748542333908191,0.0005748542333908194
5,0.00032848813336618256,0.0003284881333661823,0.00032848813336618245,0.00032848813336618213,0.00032848813336618256,0.00032848813336618245,0.0003284881333661827,0.00032848813336618245,0.00032848813336618267,0.0003284881333661827
8,8.21220333415455e-05,8.212203334154567e-05,8.212203334154572e-05,8.212203334154553e-05,8.212203334154542e-05,8.212203334154545e-05,8.212203334154559e-05,8.212203334154561e-05,8.212203334154572e-05,8.212203334154563e-05
9,1.320742234767001e-32,3.589594522296286e-33,1.386934619647183e-32,1.724620276551628e-33,4.72719883436397e-33,2.8854834614949935e-32,7.886324510394461e-33,1.3578996375227444e-33,4.730518420309787e-33,7.6915262249105e-32
