,0
1,6.247004956039288
2,4.861274427363649
3,2.0843834833167243
4,1.1593123978613094
5,1.028416325537073
6,0.9649056209407927
7,0.812043976416237
8,0.7281608674301405
9,0.51352127104341
10,0.2482411070433437
11,0.14723407538558275
12,0.10923244966734384
13,0.04478573393842426
14,0.024435078612259693
15,0.019779941146676222
16,0.015704902871885182
17,0.004589965033777628
18,0.0022909034504953203
19,0.0012042560320090808
